DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,LOCATION,Cross Street,LAT,LON,Day of Week,Amount,Damage
2021-04-04,2000,18,Southeast,510,VEHICLE - STOLEN,0,X,X,104.0,DRIVEWAY,999.0,NO WEAPON,11800    ORCHARD                      AV,NO CROSS STREET,33.9237,-118.2881,7,20000.0,1
2021-02-15,330,17,Devonshire,310,BURGLARY,46,F,H,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,8800    MCLENNAN                     AV,NO CROSS STREET,34.2303,-118.5009,1,10000.0,1
2020-12-29,1310,14,Pacific,624,BATTERY - SIMPLE ASSAULT,54,F,B,602.0,BANK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",10000 W  WASHINGTON                   BL,NO CROSS STREET,34.0252,-118.4041,2,0.0,0
2020-06-14,1800,15,N Hollywood,624,BATTERY - SIMPLE ASSAULT,55,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",12400    VICTORY                      BL,NO CROSS STREET,34.1867,-118.4032,7,0.0,0
2022-07-10,1633,19,Mission,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),29,F,H,108.0,PARKING LOT,999.0,NO WEAPON,9700    WOODMAN                      AV,NO CROSS STREET,34.2463,-118.4477,7,20000.0,1
2022-08-12,1724,21,Topanga,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),50,M,W,406.0,OTHER STORE,999.0,NO WEAPON,6500    CANOGA                       AV,NO CROSS STREET,34.1884,-118.5975,5,950.0,1
2020-01-28,1200,11,Northeast,330,BURGLARY FROM VEHICLE,59,F,W,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,4700    CRYSTAL SPRINGS              DR,NO CROSS STREET,34.1516,-118.2859,2,2000.0,1
2022-06-09,210,10,West Valley,310,BURGLARY,23,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,6600    ETIWANDA                     AV,NO CROSS STREET,34.1903,-118.5317,4,10000.0,1
2023-01-21,1430,13,Newton,510,VEHICLE - STOLEN,0,X,X,203.0,OTHER BUSINESS,999.0,NO WEAPON,2500 S  SANTA FE                     AV,NO CROSS STREET,34.0149,-118.2303,6,20000.0,1
2021-01-14,710,8,West LA,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50,M,B,504.0,OTHER RESIDENCE,999.0,NO WEAPON,2700 S  BEVERLY                      DR,NO CROSS STREET,34.0391,-118.3958,4,20000.0,1
2022-10-23,2100,9,Van Nuys,510,VEHICLE - STOLEN,0,X,X,707.0,GARAGE/CARPORT,999.0,NO WEAPON,5100 N  SEPULVEDA                    BL,NO CROSS STREET,34.163,-118.4661,7,20000.0,1
2021-02-28,1650,12,77th Street,350,"THEFT, PERSON",47,F,H,108.0,PARKING LOT,999.0,NO WEAPON,1400 W  MANCHESTER                   AV,NO CROSS STREET,33.96,-118.3009,7,0.0,0
2021-08-02,100,4,Hollenbeck,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",48,M,W,101.0,STREET,999.0,NO WEAPON,1300    VELASCO                      ST,NO CROSS STREET,34.018,-118.2051,1,900.0,1
2020-11-26,1500,15,N Hollywood,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,6400    TUJUNGA                      AV,NO CROSS STREET,34.1849,-118.3834,4,20000.0,1
2020-03-29,755,5,Harbor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),20,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",999.0,NO WEAPON,ANAHEIM,AVALON,33.78,-118.2624,7,399.0,1
2023-04-05,1430,10,West Valley,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",40,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",999.0,NO WEAPON,WHITE OAK                    AV,VANOWEN                      ST,34.1939,-118.5186,3,900.0,1
2020-12-25,2200,6,Hollywood,330,BURGLARY FROM VEHICLE,24,M,W,101.0,STREET,999.0,NO WEAPON,8400    CRESTHILL                    RD,NO CROSS STREET,34.0958,-118.3741,5,2000.0,1
2022-06-01,1,17,Devonshire,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",54,M,W,108.0,PARKING LOT,999.0,NO WEAPON,BALBOA                       BL,DEVONSHIRE                   ST,34.2575,-118.5023,3,900.0,1
2022-06-20,1300,2,Rampart,350,"THEFT, PERSON",29,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",ALVARADO                     ST,6TH                          ST,34.0595,-118.2749,1,0.0,0
2022-05-05,1200,13,Newton,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),34,F,B,101.0,STREET,999.0,NO WEAPON,MARTIN LUTHER KING JR        BL,BROADWAY,34.0111,-118.2789,4,950.0,1
2020-05-20,2200,11,Northeast,624,BATTERY - SIMPLE ASSAULT,47,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1800    COLORADO                     BL,NO CROSS STREET,34.1439,-118.1955,3,0.0,0
2023-04-07,300,11,Northeast,626,INTIMATE PARTNER - SIMPLE ASSAULT,42,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",4600    FINLEY                       AV,NO CROSS STREET,34.1077,-118.2903,5,0.0,0
2022-07-24,1,15,N Hollywood,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27,F,X,101.0,STREET,999.0,NO WEAPON,12300    RIVERSIDE                    DR,NO CROSS STREET,34.1613,-118.4008,7,20000.0,1
2021-09-14,1600,19,Mission,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,RAYEN,NOBLE,34.2318,-118.4611,2,20000.0,1
2020-07-10,2000,20,Olympic,330,BURGLARY FROM VEHICLE,51,F,H,101.0,STREET,999.0,NO WEAPON,1900    MAGNOLIA                     AV,NO CROSS STREET,34.0398,-118.2864,5,2000.0,1
2021-12-11,1700,15,N Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",50,M,H,108.0,PARKING LOT,999.0,NO WEAPON,13000    SHERMAN                      WY,NO CROSS STREET,34.2012,-118.416,6,900.0,1
2020-05-20,200,6,Hollywood,121,"RAPE, FORCIBLE",44,F,A,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1600    VINE                         ST,NO CROSS STREET,34.0998,-118.3267,3,0.0,0
2020-12-13,1300,14,Pacific,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),29,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",999.0,NO WEAPON,3900    ALLA                         RD,NO CROSS STREET,33.9948,-118.4401,7,20000.0,1
2021-10-02,2045,18,Southeast,440,THEFT PLAIN - PETTY ($950 & UNDER),66,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,12000 S  VERMONT                      AV,NO CROSS STREET,33.9229,-118.2915,6,950.0,1
2021-12-22,1600,11,Northeast,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",19,F,H,727.0,SHOPPING MALL (COMMON AREA),999.0,NO WEAPON,LORETO                       ST,FIGUEROA                     ST,34.0922,-118.2226,3,20000.0,1
2020-05-20,530,8,West LA,480,BIKE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,SEPULVEDA                    BL,EXPOSITION                   AV,34.0348,-118.4341,3,2000.0,1
2022-10-06,1700,13,Newton,310,BURGLARY,0,X,X,203.0,OTHER BUSINESS,999.0,NO WEAPON,6600    MCKINLEY                     AV,NO CROSS STREET,33.9801,-118.2614,4,10000.0,1
2023-01-02,1202,4,Hollenbeck,354,THEFT OF IDENTITY,24,F,H,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,2800 E  OLYMPIC                      BL,NO CROSS STREET,34.0234,-118.2177,1,0.0,0
2021-06-18,1900,3,Southwest,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),20,X,X,108.0,PARKING LOT,999.0,NO WEAPON,W  ADAMS                        BL,S  FLOWER                       ST,34.0276,-118.2749,5,20000.0,1
2021-06-18,1930,12,77th Street,624,BATTERY - SIMPLE ASSAULT,32,F,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1100 W  81ST                         ST,NO CROSS STREET,33.9658,-118.2952,5,0.0,0
2021-10-16,1345,20,Olympic,624,BATTERY - SIMPLE ASSAULT,45,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6TH,HOBART,34.0636,-118.3053,6,0.0,0
2021-09-26,530,5,Harbor,310,BURGLARY,50,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,500 W  6TH                          ST,NO CROSS STREET,33.7388,-118.2885,7,10000.0,1
2020-09-13,800,1,Central,886,DISTURBING THE PEACE,0,X,X,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1ST,SPRING,34.0533,-118.2451,7,0.0,0
2022-08-16,400,2,Rampart,330,BURGLARY FROM VEHICLE,33,F,B,123.0,PARKING UNDERGROUND/BUILDING,500.0,UNKNOWN WEAPON/OTHER WEAPON,700 N  ALVARADO                     ST,NO CROSS STREET,34.0738,-118.2658,2,2000.0,1
2020-02-21,750,7,Wilshire,946,OTHER MISCELLANEOUS CRIME,19,M,X,101.0,STREET,999.0,NO WEAPON,4800    WILSHIRE                     BL,NO CROSS STREET,34.0621,-118.3348,5,0.0,0
2023-02-12,215,1,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,44,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",200 S  ALAMEDA                      ST,NO CROSS STREET,34.0472,-118.2381,7,0.0,0
2020-01-22,1500,20,Olympic,520,VEHICLE - ATTEMPT STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,400 S  KINGSLEY                     DR,NO CROSS STREET,34.0654,-118.3028,3,0.0,0
2021-04-05,600,8,West LA,121,"RAPE, FORCIBLE",49,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",8700 W  PICO                         BL,NO CROSS STREET,34.0544,-118.3816,1,0.0,0
2020-05-18,1900,20,Olympic,310,BURGLARY,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,1400 W  WASHINGTON                   BL,NO CROSS STREET,34.0401,-118.2864,1,10000.0,1
2020-08-12,600,19,Mission,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,8800    WILLIS                       AV,NO CROSS STREET,34.2301,-118.4553,3,20000.0,1
2022-04-26,1,10,West Valley,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",19,F,H,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,6600    DARBY                        AV,NO CROSS STREET,34.1902,-118.5335,2,0.0,0
2021-06-07,1830,6,Hollywood,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),26,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,6100 W  SUNSET                       BL,NO CROSS STREET,34.098,-118.3228,1,399.0,1
2021-10-25,940,20,Olympic,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,VENICE,WESTERN,34.0436,-118.309,1,20000.0,1
2020-02-16,5,13,Newton,626,INTIMATE PARTNER - SIMPLE ASSAULT,50,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3700    WALL                         ST,NO CROSS STREET,34.0128,-118.2712,7,0.0,0
2022-07-27,225,14,Pacific,354,THEFT OF IDENTITY,24,M,H,710.0,OTHER PREMISE,999.0,NO WEAPON,12400    CULVER                       BL,NO CROSS STREET,33.991,-118.4209,3,0.0,0
2021-12-09,2140,2,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",600 S  CORONADO                     ST,NO CROSS STREET,34.061,-118.2811,4,0.0,0
2020-02-16,1,17,Devonshire,330,BURGLARY FROM VEHICLE,28,M,X,104.0,DRIVEWAY,999.0,NO WEAPON,9800    BELMAR                       AV,NO CROSS STREET,34.2485,-118.5591,7,2000.0,1
2022-11-21,2300,6,Hollywood,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36,M,B,108.0,PARKING LOT,999.0,NO WEAPON,1700 N  HIGHLAND                     AV,NO CROSS STREET,34.1006,-118.3417,1,20000.0,1
2020-02-06,1800,13,Newton,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,1000    TOWNE                        AV,NO CROSS STREET,34.0342,-118.2496,4,20000.0,1
2022-12-04,330,17,Devonshire,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,10100    WOODLEY                      AV,NO CROSS STREET,34.2537,-118.4849,7,20000.0,1
2022-10-29,200,1,Central,352,PICKPOCKET,21,F,H,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),999.0,NO WEAPON,600 S  SPRING                       ST,NO CROSS STREET,34.046,-118.251,6,2000.0,1
2021-01-05,1700,2,Rampart,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",53,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",999.0,NO WEAPON,1000    VALENCIA                     ST,NO CROSS STREET,34.048,-118.2727,2,900.0,1
2021-11-13,1,5,Harbor,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,300 W  15TH                         ST,NO CROSS STREET,33.7306,-118.284,6,20000.0,1
2021-03-06,5,17,Devonshire,354,THEFT OF IDENTITY,44,M,W,727.0,SHOPPING MALL (COMMON AREA),999.0,NO WEAPON,9800    DONNA                        AV,NO CROSS STREET,34.2486,-118.5475,6,0.0,0
2020-01-13,1200,7,Wilshire,662,"BUNCO, GRAND THEFT",18,M,H,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,1500    ARLINGTON                    AV,NO CROSS STREET,34.0454,-118.3207,1,20000.0,1
2022-11-07,2300,1,Central,330,BURGLARY FROM VEHICLE,61,M,X,101.0,STREET,999.0,NO WEAPON,500    SAN JULIAN                   ST,NO CROSS STREET,34.0446,-118.245,1,2000.0,1
2020-07-23,715,7,Wilshire,330,BURGLARY FROM VEHICLE,40,M,H,123.0,PARKING UNDERGROUND/BUILDING,999.0,NO WEAPON,4500 W  PICO                         BL,NO CROSS STREET,34.0485,-118.3334,4,2000.0,1
2022-04-27,940,7,Wilshire,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,W,403.0,DRUG STORE,999.0,NO WEAPON,5400    WILSHIRE                     BL,NO CROSS STREET,34.0633,-118.3473,3,950.0,1
2022-03-05,140,4,Hollenbeck,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,19,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3000 E  WASHINGTON                   BL,NO CROSS STREET,34.0161,-118.2152,6,0.0,0
2022-03-14,1300,13,Newton,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,402.0,MARKET,999.0,NO WEAPON,5000    AVALON                       BL,NO CROSS STREET,33.9976,-118.2652,1,950.0,1
2023-01-17,1340,12,77th Street,626,INTIMATE PARTNER - SIMPLE ASSAULT,20,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",8100 S  CENTRAL                      AV,NO CROSS STREET,33.9638,-118.2629,2,0.0,0
2023-05-08,330,10,West Valley,761,BRANDISH WEAPON,45,F,A,501.0,SINGLE FAMILY DWELLING,304.0,CLUB/BAT,4600    ARRIBA                       DR,NO CROSS STREET,34.1545,-118.542,1,0.0,0
2020-06-25,900,12,77th Street,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,300 W  79TH                         ST,NO CROSS STREET,33.9693,-118.285,4,20000.0,1
2021-08-18,1909,11,Northeast,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",58,M,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,6000    SPRINGVALE                   DR,NO CROSS STREET,34.1228,-118.1898,3,0.0,0
2021-10-13,1930,15,N Hollywood,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",12300    SHERMAN                      WY,NO CROSS STREET,34.2012,-118.4009,3,0.0,0
2021-08-24,1600,11,Northeast,310,BURGLARY,42,F,X,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,300    ULYSSES                      ST,NO CROSS STREET,34.0891,-118.2146,2,10000.0,1
2023-04-27,2200,21,Topanga,901,VIOLATION OF RESTRAINING ORDER,19,F,H,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,21000    COHASSET                     ST,NO CROSS STREET,34.2065,-118.5906,4,0.0,0
2021-01-01,2030,14,Pacific,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),49,F,A,104.0,DRIVEWAY,999.0,NO WEAPON,8300    CROYDON                      AV,NO CROSS STREET,33.9604,-118.3925,5,950.0,1
2020-08-11,2145,16,Foothill,890,FAILURE TO YIELD,19,M,H,101.0,STREET,999.0,NO WEAPON,SHELDON,TELFAIR,34.2367,-118.3972,2,0.0,0
2021-02-11,1230,17,Devonshire,626,INTIMATE PARTNER - SIMPLE ASSAULT,37,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",11600    PASO ROBLES                  AV,NO CROSS STREET,34.2811,-118.5032,4,0.0,0
2020-10-16,2323,1,Central,110,CRIMINAL HOMICIDE,54,M,W,903.0,MTA - RED LINE - 7TH AND METRO CENTER,200.0,KNIFE WITH BLADE 6INCHES OR LESS,800 W  7TH                          ST,NO CROSS STREET,34.0491,-118.2558,5,0.0,0
2022-05-19,2100,4,Hollenbeck,624,BATTERY - SIMPLE ASSAULT,22,F,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",MARENGO                      ST,BRITTANIA                    ST,34.0794,-118.1974,4,0.0,0
2022-05-03,115,12,77th Street,354,THEFT OF IDENTITY,20,F,B,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,1200 W  51ST                         ST,NO CROSS STREET,33.9969,-118.2959,2,0.0,0
2021-11-11,1730,17,Devonshire,510,VEHICLE - STOLEN,0,X,X,108.0,PARKING LOT,999.0,NO WEAPON,20900    NORDHOFF                     ST,NO CROSS STREET,34.2355,-118.5893,4,20000.0,1
2020-06-21,2030,14,Pacific,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,6900    KITTYHAWK                    AV,NO CROSS STREET,33.9748,-118.3725,7,20000.0,1
2020-09-02,900,17,Devonshire,310,BURGLARY,62,F,X,221.0,PUBLIC STORAGE,999.0,NO WEAPON,18100    CHATSWORTH                   ST,NO CROSS STREET,34.2707,-118.5345,3,10000.0,1
2021-08-14,1200,15,N Hollywood,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,W,404.0,DEPARTMENT STORE,999.0,NO WEAPON,12100    VICTORY                      BL,NO CROSS STREET,34.1867,-118.3971,6,950.0,1
2021-05-18,1800,14,Pacific,440,THEFT PLAIN - PETTY ($950 & UNDER),43,M,W,503.0,HOTEL,999.0,NO WEAPON,3800    BLEDSOE                      AV,NO CROSS STREET,34.01,-118.4212,2,950.0,1
2020-03-31,2130,7,Wilshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",28,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,7600    BEVERLY                      BL,NO CROSS STREET,34.0761,-118.3555,2,20000.0,1
2023-06-16,1700,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,M,F,702.0,OFFICE BUILDING/OFFICE,999.0,NO WEAPON,3RD                          ST,ALAMEDA,34.0455,-118.2381,5,900.0,1
2020-01-17,1900,14,Pacific,626,INTIMATE PARTNER - SIMPLE ASSAULT,21,F,W,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",PENMAR PARK,VENICE,34.0035,-118.4598,5,0.0,0
2022-01-01,125,15,N Hollywood,110,CRIMINAL HOMICIDE,50,M,W,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,11000    SARAH                        ST,NO CROSS STREET,34.1535,-118.3706,6,0.0,0
2021-03-04,1400,13,Newton,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,MARTIN LUTHER KING JR,SAN PEDRO,34.0112,-118.268,4,20000.0,1
2021-11-25,2100,13,Newton,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,2000 S  ALAMEDA                      ST,NO CROSS STREET,34.0172,-118.2396,4,20000.0,1
2023-05-20,1151,8,West LA,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,56,F,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,500    EL MEDIO                     AV,NO CROSS STREET,34.0419,-118.5349,6,0.0,0
2023-06-24,1430,6,Hollywood,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,17,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",SIERRA BONITA,FRANKLIN,34.1035,-118.3534,6,0.0,0
2022-08-22,1700,7,Wilshire,310,BURGLARY,63,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,800 S  MULLEN                       AV,NO CROSS STREET,34.061,-118.3308,1,10000.0,1
2023-06-03,630,12,77th Street,310,BURGLARY,60,M,B,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,1400 W  60TH                         ST,NO CROSS STREET,33.9859,-118.3002,6,10000.0,1
2022-02-25,1420,5,Harbor,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,800 W  253RD                        ST,NO CROSS STREET,33.7947,-118.2898,5,20000.0,1
2021-07-24,155,20,Olympic,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3400    WILSHIRE                     BL,NO CROSS STREET,34.0618,-118.2975,6,0.0,0
2020-08-13,1845,18,Southeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",48,F,X,108.0,PARKING LOT,999.0,NO WEAPON,10900 S  FIGUEROA                     ST,NO CROSS STREET,33.9369,-118.2826,4,900.0,1
2022-06-12,1300,12,77th Street,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,1200 W  52ND                         ST,NO CROSS STREET,33.9974,-118.2982,7,20000.0,1
2020-12-04,600,9,Van Nuys,440,THEFT PLAIN - PETTY ($950 & UNDER),37,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,14800    DICKENS                      ST,NO CROSS STREET,34.1509,-118.4561,5,950.0,1
2021-05-20,1300,6,Hollywood,624,BATTERY - SIMPLE ASSAULT,46,X,X,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6800    HOLLYWOOD                    BL,NO CROSS STREET,34.1016,-118.3391,4,0.0,0
2020-03-23,1300,6,Hollywood,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,ST ANDREWS,CARLTON                      WY,34.1005,-118.3115,1,20000.0,1
2022-10-04,1930,20,Olympic,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,OLYMPIC                      BL,OXFORD                       ST,34.0526,-118.3074,2,20000.0,1
2022-10-07,1200,15,N Hollywood,440,THEFT PLAIN - PETTY ($950 & UNDER),37,M,W,507.0,CONDOMINIUM/TOWNHOUSE,999.0,NO WEAPON,10800    MORRISON                     ST,NO CROSS STREET,34.1608,-118.3659,5,950.0,1
2021-10-05,1434,14,Pacific,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",55,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",200    WORLD                        WY,NO CROSS STREET,33.9452,-118.4033,2,900.0,1
2021-07-10,300,17,Devonshire,761,BRANDISH WEAPON,18,M,W,121.0,YARD (RESIDENTIAL/BUSINESS),102.0,HAND GUN,9700    AURA                         AV,NO CROSS STREET,34.2464,-118.5547,6,0.0,0
2022-05-16,1840,19,Mission,354,THEFT OF IDENTITY,21,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,8600    COLUMBUS                     AV,NO CROSS STREET,34.2265,-118.4654,1,0.0,0
2022-11-25,2200,18,Southeast,624,BATTERY - SIMPLE ASSAULT,13,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",500 W  GARDENA                      BL,NO CROSS STREET,33.8887,-118.287,5,0.0,0
2023-04-08,2315,20,Olympic,210,ROBBERY,0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",7TH,VERMONT,34.0597,-118.2916,6,10000.0,1
2021-10-21,855,12,77th Street,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,M,B,104.0,DRIVEWAY,999.0,NO WEAPON,3700 W  61ST                         ST,NO CROSS STREET,33.9845,-118.3373,4,900.0,1
2020-09-22,30,17,Devonshire,624,BATTERY - SIMPLE ASSAULT,22,F,H,101.0,STREET,306.0,ROCK/THROWN OBJECT,PLUMMER                      ST,JORDAN                       AV,34.2427,-118.604,2,0.0,0
2021-12-10,406,14,Pacific,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),66,F,W,108.0,PARKING LOT,999.0,NO WEAPON,BELLANCA                     AV,98TH                         ST,33.9474,-118.38,5,950.0,1
2022-05-19,300,6,Hollywood,480,BIKE - STOLEN,24,M,H,102.0,SIDEWALK,999.0,NO WEAPON,HOLLYWOOD,HIGHLAND,34.1016,-118.3387,4,2000.0,1
2021-12-08,1045,12,77th Street,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),33,F,B,101.0,STREET,999.0,NO WEAPON,400 W  79TH                         ST,NO CROSS STREET,33.9678,-118.2827,3,399.0,1
2021-10-13,1711,21,Topanga,660,COUNTERFEIT,50,M,W,402.0,MARKET,999.0,NO WEAPON,19700    VANOWEN                      ST,NO CROSS STREET,34.1938,-118.5631,3,0.0,0
