DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,LOCATION,Cross Street,LAT,LON,Day of Week,Amount,Damage
2021-09-25,2200,19,Mission,763,STALKING,9,F,H,101.0,STREET,515.0,PHYSICAL PRESENCE,13500    SIMSHAW                      AV,NO CROSS STREET,34.3171,-118.4101,6,0.0,0
2022-05-02,1130,14,Pacific,330,BURGLARY FROM VEHICLE,32,F,W,101.0,STREET,999.0,NO WEAPON,2400    CLARK                        AV,NO CROSS STREET,33.9862,-118.4619,1,2000.0,1
2023-06-18,2130,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",999.0,NO WEAPON,1200 S  FIGUEROA                     ST,NO CROSS STREET,34.0419,-118.2669,7,900.0,1
2021-08-11,1700,21,Topanga,510,VEHICLE - STOLEN,0,X,X,108.0,PARKING LOT,999.0,NO WEAPON,7000    ALABAMA                      AV,NO CROSS STREET,34.1974,-118.599,3,20000.0,1
2020-08-28,800,8,West LA,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,X,X,101.0,STREET,999.0,NO WEAPON,1800 S  BEDFORD                      ST,NO CROSS STREET,34.0442,-118.3827,5,950.0,1
2021-06-13,1900,10,West Valley,354,THEFT OF IDENTITY,0,M,W,605.0,AUTOMATED TELLER MACHINE (ATM),999.0,NO WEAPON,18300    VENTURA                      BL,NO CROSS STREET,34.1682,-118.5406,7,0.0,0
2020-02-13,1,18,Southeast,662,"BUNCO, GRAND THEFT",58,M,W,203.0,OTHER BUSINESS,999.0,NO WEAPON,11100 S  MAIN                         ST,NO CROSS STREET,33.9348,-118.2739,4,20000.0,1
2021-09-30,800,1,Central,624,BATTERY - SIMPLE ASSAULT,49,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,N  VENICE,WRIGHT,34.0389,-118.2734,4,0.0,0
2022-01-15,1625,15,N Hollywood,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),49,M,H,108.0,PARKING LOT,999.0,NO WEAPON,6600    LAUREL CANYON                BL,NO CROSS STREET,34.1903,-118.3965,6,20000.0,1
2020-10-16,230,18,Southeast,440,THEFT PLAIN - PETTY ($950 & UNDER),36,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,10300    AVALON                       BL,NO CROSS STREET,33.9429,-118.265,5,950.0,1
2023-05-19,2040,14,Pacific,901,VIOLATION OF RESTRAINING ORDER,31,F,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,300 S  VENICE                       BL,NO CROSS STREET,33.9855,-118.468,5,0.0,0
2022-06-13,900,3,Southwest,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48,M,B,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,4300    LEIMERT                      BL,NO CROSS STREET,34.0062,-118.3285,1,0.0,0
2020-06-14,2330,5,Harbor,626,INTIMATE PARTNER - SIMPLE ASSAULT,40,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,800 N  WESTERN                      AV,NO CROSS STREET,33.7522,-118.3089,7,0.0,0
2021-09-22,2135,5,Harbor,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,50,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,100 W  D                            ST,NO CROSS STREET,33.7742,-118.262,3,0.0,0
2022-06-06,2115,14,Pacific,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",33,F,H,501.0,SINGLE FAMILY DWELLING,304.0,CLUB/BAT,4400 S  CENTINELA                    AV,NO CROSS STREET,33.9885,-118.4237,1,900.0,1
2020-09-20,1820,6,Hollywood,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,F,W,504.0,OTHER RESIDENCE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",5900 W  HOLLYWOOD                    BL,NO CROSS STREET,34.1017,-118.3184,7,0.0,0
2022-12-27,1440,2,Rampart,888,TRESPASSING,92,M,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,700 N  ALEXANDRIA                   AV,NO CROSS STREET,34.0836,-118.2978,2,0.0,0
2020-03-12,2030,14,Pacific,480,BIKE - STOLEN,24,F,W,140.0,BALCONY*,999.0,NO WEAPON,7100    ALVERN                       ST,NO CROSS STREET,33.975,-118.3774,4,2000.0,1
2020-10-06,1530,7,Wilshire,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61,F,B,123.0,PARKING UNDERGROUND/BUILDING,999.0,NO WEAPON,1300 S  LA BREA                      AV,NO CROSS STREET,34.0497,-118.3442,2,20000.0,1
2022-01-11,605,16,Foothill,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,108.0,PARKING LOT,999.0,NO WEAPON,10800    LA TUNA CANYON               RD,NO CROSS STREET,34.2345,-118.3689,2,20000.0,1
2022-02-06,710,12,77th Street,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,56,F,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,800 W  69TH                         ST,NO CROSS STREET,33.9773,-118.2871,7,0.0,0
2021-07-19,2250,1,Central,330,BURGLARY FROM VEHICLE,28,F,H,116.0,OTHER/OUTSIDE,999.0,NO WEAPON,1700 S  FIGUEROA                     ST,NO CROSS STREET,34.0362,-118.2709,1,2000.0,1
2022-08-27,1830,2,Rampart,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),59,F,H,506.0,ABANDONED BUILDING ABANDONED HOUSE,999.0,NO WEAPON,1000 W  18TH                         ST,NO CROSS STREET,34.0387,-118.2786,6,399.0,1
2021-04-21,1900,15,N Hollywood,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),29,F,W,108.0,PARKING LOT,999.0,NO WEAPON,10800    VENTURA                      BL,NO CROSS STREET,34.143,-118.3727,3,950.0,1
2022-05-06,2115,1,Central,520,VEHICLE - ATTEMPT STOLEN,35,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",999.0,NO WEAPON,600 S  LOS ANGELES                  ST,NO CROSS STREET,34.0446,-118.249,5,0.0,0
2021-09-25,130,8,West LA,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25,M,W,707.0,GARAGE/CARPORT,999.0,NO WEAPON,11500    OHIO                         AV,NO CROSS STREET,34.0465,-118.4588,6,20000.0,1
2020-05-30,1640,7,Wilshire,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0,M,H,101.0,STREET,310.0,CONCRETE BLOCK/BRICK,7800    BEVERLY                      BL,NO CROSS STREET,34.0761,-118.3594,6,0.0,0
2021-03-27,1700,9,Van Nuys,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",61,M,X,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,4300    SUNNYSLOPE                   AV,NO CROSS STREET,34.149,-118.427,6,900.0,1
2023-02-06,1000,11,Northeast,354,THEFT OF IDENTITY,31,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,3000    RIVERSIDE                    DR,NO CROSS STREET,34.1119,-118.2664,1,0.0,0
2020-06-17,1600,4,Hollenbeck,330,BURGLARY FROM VEHICLE,31,F,H,101.0,STREET,999.0,NO WEAPON,500 S  SOTO                         ST,NO CROSS STREET,34.0397,-118.2123,3,2000.0,1
2023-05-03,1000,6,Hollywood,624,BATTERY - SIMPLE ASSAULT,64,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",KNOLL                        RD,LAKE HOLLYWOOD,34.1323,-118.3394,3,0.0,0
2023-06-17,45,12,77th Street,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,B,505.0,MOTEL,307.0,VEHICLE,6300 S  FIGUEROA                     ST,NO CROSS STREET,33.9824,-118.2827,6,0.0,0
2023-06-29,2115,8,West LA,860,BATTERY WITH SEXUAL CONTACT,62,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",11000    SANTA MONICA                 BL,NO CROSS STREET,34.0485,-118.4411,4,0.0,0
2023-05-08,100,15,N Hollywood,310,BURGLARY,33,M,X,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,4300    RHODES                       AV,NO CROSS STREET,34.1486,-118.403,1,10000.0,1
2021-12-03,1945,7,Wilshire,330,BURGLARY FROM VEHICLE,32,M,W,104.0,DRIVEWAY,999.0,NO WEAPON,900 S  MUIRFIELD                    RD,NO CROSS STREET,34.0592,-118.3302,5,2000.0,1
2022-02-03,100,14,Pacific,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",50,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,500    VENICE                       BL,NO CROSS STREET,33.9875,-118.4668,4,20000.0,1
2022-05-31,1200,8,West LA,888,TRESPASSING,36,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,1300    ROXBURY                      DR,NO CROSS STREET,34.0559,-118.4036,2,0.0,0
2021-01-03,1715,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25,F,B,101.0,STREET,999.0,NO WEAPON,1800 S  HILL                         ST,NO CROSS STREET,34.0329,-118.266,7,900.0,1
2021-12-11,1515,14,Pacific,330,BURGLARY FROM VEHICLE,41,M,W,101.0,STREET,999.0,NO WEAPON,1700    ABBOT KINNEY                 BL,NO CROSS STREET,33.9888,-118.4621,6,2000.0,1
2022-05-14,1000,12,77th Street,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,6500 S  WESTERN                      AV,NO CROSS STREET,33.9806,-118.309,6,20000.0,1
2021-12-26,730,3,Southwest,210,ROBBERY,50,M,H,101.0,STREET,511.0,VERBAL THREAT,38TH                         PL,WESTERN,34.0164,-118.3089,7,10000.0,1
2022-07-31,1200,2,Rampart,901,VIOLATION OF RESTRAINING ORDER,23,F,H,203.0,OTHER BUSINESS,999.0,NO WEAPON,1800 W  6TH                          ST,NO CROSS STREET,34.058,-118.2715,7,0.0,0
2021-03-13,1530,14,Pacific,946,OTHER MISCELLANEOUS CRIME,38,F,W,710.0,OTHER PREMISE,999.0,NO WEAPON,12400    CULVER                       BL,NO CROSS STREET,33.9905,-118.4213,6,0.0,0
2020-04-29,1500,14,Pacific,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",80,M,J,101.0,STREET,999.0,NO WEAPON,RANDALL                      ST,HAMMACK                      ST,33.9852,-118.4109,3,20000.0,1
2022-05-14,1545,7,Wilshire,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,53,M,W,103.0,ALLEY,511.0,VERBAL THREAT,7400    MELROSE                      AV,NO CROSS STREET,34.0836,-118.3511,6,0.0,0
2022-08-06,2200,19,Mission,626,INTIMATE PARTNER - SIMPLE ASSAULT,22,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",8800    STANSBURY                    AV,NO CROSS STREET,34.2299,-118.4446,6,0.0,0
2023-02-13,1855,3,Southwest,480,BIKE - STOLEN,21,M,X,722.0,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,999.0,NO WEAPON,900    35TH                         ST,NO CROSS STREET,34.0234,-118.2878,1,2000.0,1
2020-03-26,2100,13,Newton,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",200 W  50TH                         ST,NO CROSS STREET,33.9974,-118.2761,4,0.0,0
2022-02-04,1500,21,Topanga,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,X,X,101.0,STREET,999.0,NO WEAPON,19800    VENTURA                      BL,NO CROSS STREET,34.1648,-118.5771,5,950.0,1
2023-06-15,730,20,Olympic,625,OTHER ASSAULT,27,F,H,922.0,MTA - PURPLE LINE - WILSHIRE/WESTERN,500.0,UNKNOWN WEAPON/OTHER WEAPON,3700    WILSHIRE                     BL,NO CROSS STREET,34.0636,-118.3047,4,0.0,0
2022-05-05,1830,3,Southwest,440,THEFT PLAIN - PETTY ($950 & UNDER),24,F,A,722.0,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,999.0,NO WEAPON,3600    TROUSDALE                    PK,NO CROSS STREET,34.0215,-118.2868,4,950.0,1
2022-12-29,1940,13,Newton,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,6600 S  MAIN                         ST,NO CROSS STREET,33.9786,-118.2761,4,20000.0,1
2020-07-23,2000,16,Foothill,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,F,X,122.0,"VEHICLE, PASSENGER/TRUCK",999.0,NO WEAPON,8100    RHODES                       AV,NO CROSS STREET,34.2201,-118.4031,4,900.0,1
2022-10-12,1624,2,Rampart,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,404.0,DEPARTMENT STORE,999.0,NO WEAPON,300 N  WESTLAKE                     AV,NO CROSS STREET,34.0687,-118.2672,3,950.0,1
2020-04-30,2000,9,Van Nuys,440,THEFT PLAIN - PETTY ($950 & UNDER),0,X,X,710.0,OTHER PREMISE,500.0,UNKNOWN WEAPON/OTHER WEAPON,4700 N  SEPULVEDA                    BL,NO CROSS STREET,34.156,-118.4662,4,950.0,1
2021-01-03,1300,9,Van Nuys,330,BURGLARY FROM VEHICLE,40,M,X,123.0,PARKING UNDERGROUND/BUILDING,999.0,NO WEAPON,4700 N  SEPULVEDA                    BL,NO CROSS STREET,34.1557,-118.4661,7,2000.0,1
2021-09-11,1420,6,Hollywood,210,ROBBERY,25,M,B,102.0,SIDEWALK,102.0,HAND GUN,HOLLYWOOD,LA BREA,34.1034,-118.3325,6,10000.0,1
2020-08-11,1655,9,Van Nuys,330,BURGLARY FROM VEHICLE,25,M,W,108.0,PARKING LOT,999.0,NO WEAPON,4300    CEDROS                       AV,NO CROSS STREET,34.1495,-118.452,2,2000.0,1
2022-10-01,2022,7,Wilshire,354,THEFT OF IDENTITY,25,F,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,100 S  OGDEN                        DR,NO CROSS STREET,34.0541,-118.3633,6,0.0,0
2021-09-22,1400,1,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),30,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",999.0,NO WEAPON,500 S  SAN PEDRO                    ST,NO CROSS STREET,34.0437,-118.2455,3,399.0,1
2020-04-12,1900,1,Central,624,BATTERY - SIMPLE ASSAULT,30,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",500 E  6TH                          ST,NO CROSS STREET,34.0423,-118.2452,7,0.0,0
2022-03-06,2100,16,Foothill,626,INTIMATE PARTNER - SIMPLE ASSAULT,32,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",ROYCROFT                     ST,SUNLAND PARK                 DR,34.2397,-118.3665,7,0.0,0
2020-12-13,2130,15,N Hollywood,330,BURGLARY FROM VEHICLE,27,M,X,123.0,PARKING UNDERGROUND/BUILDING,999.0,NO WEAPON,5600    FARMDALE                     AV,NO CROSS STREET,34.1722,-118.381,7,2000.0,1
2020-08-26,236,6,Hollywood,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),30,F,W,104.0,DRIVEWAY,999.0,NO WEAPON,2000    STANLEY HILLS                DR,NO CROSS STREET,34.1074,-118.3786,3,950.0,1
2022-02-22,1250,11,Northeast,354,THEFT OF IDENTITY,29,M,W,751.0,WEBSITE,999.0,NO WEAPON,2900    WAVERLY                      DR,NO CROSS STREET,34.1094,-118.2653,2,0.0,0
2022-05-10,1910,12,77th Street,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",999.0,NO WEAPON,HALLDALE                     ST,61ST                         ST,33.9846,-118.3024,2,900.0,1
2020-08-27,1200,14,Pacific,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,3500    MILITARY                     AV,NO CROSS STREET,34.0204,-118.4189,4,20000.0,1
2022-07-14,1800,12,77th Street,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,22,F,H,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,1000 W  52ND                         ST,NO CROSS STREET,33.9974,-118.2982,4,0.0,0
2021-09-03,1830,19,Mission,946,OTHER MISCELLANEOUS CRIME,50,M,W,101.0,STREET,999.0,NO WEAPON,WOODMAN,VAN NUYS,34.2471,-118.4482,5,0.0,0
2022-01-30,1300,9,Van Nuys,624,BATTERY - SIMPLE ASSAULT,36,M,B,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,SEPULVEDA                    BL,VENTURA                      BL,34.154,-118.4662,7,0.0,0
2021-12-06,1722,18,Southeast,440,THEFT PLAIN - PETTY ($950 & UNDER),24,F,X,104.0,DRIVEWAY,999.0,NO WEAPON,1200 E  109TH                        ST,NO CROSS STREET,33.9368,-118.2542,1,950.0,1
2020-09-15,2150,16,Foothill,625,OTHER ASSAULT,46,F,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,7800    MORELLA                      AV,NO CROSS STREET,34.2121,-118.39,2,0.0,0
2023-03-25,2035,20,Olympic,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,600 S  VIRGIL                       AV,NO CROSS STREET,34.0637,-118.287,6,20000.0,1
2023-01-29,510,18,Southeast,626,INTIMATE PARTNER - SIMPLE ASSAULT,30,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",9100    COMPTON                      AV,NO CROSS STREET,33.9543,-118.2475,7,0.0,0
2022-03-04,1000,10,West Valley,354,THEFT OF IDENTITY,41,F,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,18300    SATICOY                      ST,NO CROSS STREET,34.2146,-118.5317,5,0.0,0
2021-01-16,655,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,M,B,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,6TH,BROADWAY,34.047,-118.2526,6,0.0,0
2020-04-15,1,6,Hollywood,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,20,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",5200 W  HOLLYWOOD                    BL,NO CROSS STREET,34.1036,-118.3049,3,0.0,0
2022-07-02,2100,11,Northeast,890,FAILURE TO YIELD,0,X,X,101.0,STREET,999.0,NO WEAPON,GRANADA                      ST,AVENUE 51,34.1101,-118.204,6,0.0,0
2021-09-19,45,15,N Hollywood,330,BURGLARY FROM VEHICLE,50,F,W,104.0,DRIVEWAY,999.0,NO WEAPON,7000    ATOLL                        AV,NO CROSS STREET,34.1975,-118.4203,7,2000.0,1
2020-06-30,900,20,Olympic,624,BATTERY - SIMPLE ASSAULT,39,M,W,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",WILSHIRE                     BL,WESTERN                      AV,34.0617,-118.3091,2,0.0,0
2022-05-26,1100,1,Central,625,OTHER ASSAULT,28,M,H,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,400 E  2ND                          ST,NO CROSS STREET,34.0498,-118.24,4,0.0,0
2021-08-04,1200,6,Hollywood,649,DOCUMENT FORGERY / STOLEN FELONY,0,X,X,207.0,BAR/COCKTAIL/NIGHTCLUB,999.0,NO WEAPON,6000 W  SUNSET                       BL,NO CROSS STREET,34.0998,-118.3211,3,0.0,0
2023-02-10,957,5,Harbor,354,THEFT OF IDENTITY,50,F,H,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,1400    DEEPWATER                    AV,NO CROSS STREET,33.7927,-118.2578,5,0.0,0
2021-03-10,945,12,77th Street,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",21,F,B,101.0,STREET,106.0,UNKNOWN FIREARM,GAGE                         AV,HOOVER                       ST,33.9819,-118.2871,3,2000.0,1
2022-07-01,1200,3,Southwest,624,BATTERY - SIMPLE ASSAULT,53,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",ADAMS                        BL,NORMANDIE                    AV,34.0327,-118.3002,5,0.0,0
2023-06-17,2100,4,Hollenbeck,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,1900    RONDA                        DR,NO CROSS STREET,34.0642,-118.1846,6,20000.0,1
2022-11-23,1434,11,Northeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",999.0,NO WEAPON,4600    EAGLE ROCK                   BL,NO CROSS STREET,34.1277,-118.2179,3,900.0,1
2021-11-17,755,16,Foothill,310,BURGLARY,39,M,X,221.0,PUBLIC STORAGE,999.0,NO WEAPON,7500    SAN FERNANDO                 RD,NO CROSS STREET,34.2101,-118.3558,3,10000.0,1
2021-07-24,1800,21,Topanga,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),35,M,X,404.0,DEPARTMENT STORE,999.0,NO WEAPON,21400    VICTORY                      BL,NO CROSS STREET,34.1883,-118.5984,6,950.0,1
2022-02-23,1455,9,Van Nuys,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",40,F,W,210.0,RESTAURANT/FAST FOOD,999.0,NO WEAPON,4700    WOODMAN                      AV,NO CROSS STREET,34.156,-118.4312,3,900.0,1
2020-08-10,1255,9,Van Nuys,354,THEFT OF IDENTITY,61,F,W,710.0,OTHER PREMISE,999.0,NO WEAPON,4300    VENTURA CANYON               AV,NO CROSS STREET,34.1478,-118.4296,1,0.0,0
2020-08-21,1850,4,Hollenbeck,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),41,F,X,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,100 S  CONCORD                      ST,NO CROSS STREET,34.0375,-118.1969,5,399.0,1
2022-02-20,100,6,Hollywood,624,BATTERY - SIMPLE ASSAULT,44,M,X,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",8100 W  SUNSET                       BL,NO CROSS STREET,34.098,-118.3657,7,0.0,0
2020-03-29,1850,11,Northeast,624,BATTERY - SIMPLE ASSAULT,28,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",200 S  AVENUE 59,NO CROSS STREET,34.1086,-118.1898,7,0.0,0
2021-02-10,1300,3,Southwest,354,THEFT OF IDENTITY,37,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,4100 S  FIGUEROA                     ST,NO CROSS STREET,34.0074,-118.285,3,0.0,0
2022-08-27,940,7,Wilshire,354,THEFT OF IDENTITY,30,F,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,5300    WILSHIRE                     BL,NO CROSS STREET,34.0622,-118.344,6,0.0,0
2020-06-07,1400,14,Pacific,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,X,X,108.0,PARKING LOT,999.0,NO WEAPON,8700    BELLANCA                     AV,NO CROSS STREET,33.9539,-118.3805,7,20000.0,1
2022-10-09,1800,11,Northeast,310,BURGLARY,0,X,X,721.0,HIGH SCHOOL,999.0,NO WEAPON,2000    SAN FERNANDO                 RD,NO CROSS STREET,34.1014,-118.2365,7,10000.0,1
2021-06-19,1200,9,Van Nuys,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",39,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,7300    LENNOX                       AV,NO CROSS STREET,34.203,-118.4458,6,20000.0,1
2021-06-08,1900,3,Southwest,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,F,B,123.0,PARKING UNDERGROUND/BUILDING,311.0,HAMMER,2500 S  WESTERN                      AV,NO CROSS STREET,34.034,-118.309,2,0.0,0
2022-01-18,2200,12,77th Street,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,800 W  79TH                         ST,NO CROSS STREET,33.9678,-118.2871,2,20000.0,1
2023-06-06,2225,18,Southeast,626,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",10300    LOU DILLON                   AV,NO CROSS STREET,33.9427,-118.2349,2,0.0,0
2023-03-19,15,2,Rampart,351,PURSE SNATCHING,46,F,H,102.0,SIDEWALK,999.0,NO WEAPON,4300    MELROSE                      AV,NO CROSS STREET,34.0873,-118.296,7,900.0,1
2021-09-10,2000,2,Rampart,626,INTIMATE PARTNER - SIMPLE ASSAULT,32,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",800 S  CARONDELET                   ST,NO CROSS STREET,34.0553,-118.283,5,0.0,0
2020-12-24,1100,20,Olympic,350,"THEFT, PERSON",27,M,W,101.0,STREET,999.0,NO WEAPON,KENMORE                      AV,WILSHIRE                     BL,34.0598,-118.2935,4,0.0,0
2021-06-07,1145,18,Southeast,813,CHILD ANNOYING (17YRS & UNDER),11,F,B,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,11400    MENLO                        AV,NO CROSS STREET,33.9304,-118.2893,1,0.0,0
2021-07-23,130,6,Hollywood,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",28,F,H,203.0,OTHER BUSINESS,999.0,NO WEAPON,1600 N  CAHUENGA                     BL,NO CROSS STREET,34.0998,-118.3295,5,20000.0,1
2020-01-01,2340,3,Southwest,210,ROBBERY,32,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",ADAMS                        BL,CRENSHAW                     BL,34.0326,-118.335,3,10000.0,1
2021-09-22,1915,11,Northeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,H,101.0,STREET,102.0,HAND GUN,FIGUEROA                     ST,AVENUE 56,34.109,-118.194,3,0.0,0
2020-05-08,2000,1,Central,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,FIGUEROA,COLLIS,34.0685,-118.246,5,20000.0,1
